event_times,event_types
"[1.11673602,8.58319449,11.04623888,14.63175189,27.5145108,30.31547917,38.22570768,38.41415563,41.09604427,41.44656239,42.60157998,42.66839459,43.21616927,44.34055308,44.59906195,45.08520785,45.79292456,46.02774993,46.20410579,46.62979889,47.21484105,47.35431984,47.67087073,48.14661815,48.7319393,48.82520306,48.88743826,49.6859818,49.99929969,50.04138394,51.55242674,51.70241986,55.84126407,56.20656697,56.78982069,57.98050411,58.2741939,58.43111635,64.42858854,64.86904089,67.39059622,69.58143018,71.00879236,72.90547634,73.21101224,73.59922947,74.0683793,74.07616954,74.88793681,75.88956734,75.97469919,76.54026183,76.86532685,77.01966879,77.59622097,80.04699684,80.3601611]","[6,7,1,1,2,5,0,5,1,5,5,5,1,1,4,6,5,0,1,5,5,7,4,4,0,6,0,4,6,1,4,1,4,0,7,4,1,0,5,1,1,5,5,5,1,5,1,5,1,0,5,5,5,5,5,0,4]"
"[0.57286981,5.31221862,7.00467827,12.29164326,14.13552546,15.39795359,24.05119966,24.74558244,26.54000188,28.77842577,29.53850921,29.54909331,30.60389347,31.24080143,31.58871783,31.80697329,32.93841143,32.99541986,34.41172043,34.75232119,35.85800075,36.27315065,36.48981349,36.88473563,37.03572583,37.28484412,37.54639818,37.6224334,37.6257875,37.89093524,38.6944399,39.30906368,39.38551166,39.92063901,40.28616093,40.39358424,40.41944419,40.47253645,40.90531348,41.05235268,41.08739008,41.19270118,41.40344424,41.49843485,41.51321191,41.85755567,42.03328622,42.06611609,42.08849579,42.26343171,42.28620278,42.3635279,42.47914288,42.5963455,42.78018737,42.98530217,43.06714063,43.22278218,43.40038476,43.43642432,43.44772943,43.61925637,43.86964629,44.13086764]","[6,1,3,4,2,2,4,3,0,2,5,4,5,0,1,0,5,0,4,4,0,4,5,0,1,1,4,4,5,1,1,0,4,0,0,4,4,0,4,4,0,4,0,4,4,4,0,4,0,6,0,4,0,4,0,4,4,0,4,0,4,4,5,0]"
"[1.33963269,7.06972976,8.39776998,9.11601763,12.22539511,14.28334653,14.3710586,14.44860399,16.74456678,18.92062162,19.15800773,21.7252087,22.3723437,22.54140587,25.66207747,25.76437023,25.95105374,30.16785888,30.31592811,38.35121995,39.76885926,41.37892541,42.20298702,43.13237498,44.628914,46.92374381,51.51483377,52.78773717,52.91733625,53.11752195,54.18717581,57.82740834,58.65545311,59.24659752,60.54954492,61.58200291,63.14371151,64.5896303,65.24737878,67.03904183,67.93377213,68.21147813,68.76557637,70.32063143,70.68390152,71.26436392,72.95267239,73.44880456,73.9515264,75.0493683,75.60001026,78.02500089,78.11550652,79.06842144,79.65444356]","[4,2,4,5,3,1,5,2,1,5,5,1,5,1,5,1,5,2,2,7,7,0,4,4,0,5,1,5,5,5,1,5,5,1,6,1,2,0,6,4,0,4,4,0,4,4,0,4,0,0,4,1,5,5,4]"
"[1.49447316,1.91087726,2.17417919,5.16431451,5.36710505,5.53670191,6.13374045,6.79662364,6.91650007,7.36315846,8.16129754,10.38330136,11.31065967,12.88834748,21.06124148,22.11893385,22.85102377,24.19237746,26.17518072,28.43082444,38.69144008,39.87741153,40.17724922,40.60122942,45.1746287,45.27303368,46.24232293,47.0442902,47.83956156,48.06746215,50.93200581,53.52689273,54.71299154,54.85814913,55.18764652,60.0509924,60.75372634,61.08630344,61.35609725,61.4866872,62.15567556,62.48781651,64.43557895,64.48139835,64.83954719,65.09953835,65.35147837,66.9982388,67.48223385,67.80388919,68.58839459,69.35616766,71.62967746,71.78110195,71.93743567,71.94613272,72.07039783,72.27705469,73.1389722,73.84273246,74.59314436,74.7779674]","[0,7,5,0,1,5,5,1,7,5,5,0,1,5,0,4,0,2,4,7,1,2,7,1,5,1,0,5,0,1,1,2,1,2,7,5,1,5,6,4,1,0,5,7,0,1,2,4,7,1,5,1,1,5,5,1,5,1,6,5,5,2]"
"[7.34029305,10.70302085,10.76099354,11.36639393,12.75408227,12.93741067,12.96381488,13.35875028,15.68376703,22.46447331,31.64868721,31.73821028,50.09386614,50.3037078,52.9365916,53.12463568,53.48902988,54.45871379,56.46459117,56.99575596,56.99803037,57.46441869,58.28066893,59.41131597,59.79897161,59.94408682,60.50230281,60.50823531,60.76208322,60.80956245,61.60668196,61.66296653,62.49527738,63.1428418,63.61810382,63.63236772,64.01212548,64.12141838,65.03058367,65.52362867,66.78518809,66.85775962,67.03574624,67.06241196,67.45175354,67.99352496,68.04696804,68.27301595,68.7166515,70.20130999,71.24533352,72.34556387,72.57599149,72.65803278,72.73897851,73.1610146,73.3012722,73.48228649,73.55545191,74.36057929,80.86600312,81.17679754,81.22671099,82.2980552]","[5,1,5,5,4,1,5,5,1,7,2,5,2,2,5,7,1,1,1,5,1,5,5,6,5,1,5,5,1,5,5,1,1,2,5,5,1,5,5,5,1,5,1,5,7,5,1,1,7,6,0,5,4,1,1,5,5,1,5,5,1,1,7,5]"
"[2.88336699,3.47478696,4.57373166,4.68979946,5.98270801,6.14570322,6.51414266,7.82963672,8.61494068,8.6711785,9.60327854,9.81365816,9.8747377,10.15174365,10.48927428,14.66793692,14.82845658,14.92779137,15.14495535,15.18526152,15.45072138,15.58852207,17.14609567,17.2570312,18.23211961,19.72030139,20.0389793,20.70691114,21.26331947,25.44009552,27.59997578,29.48110605,29.63886865,36.20567182,36.39727398,37.22365633,38.53555973,40.14099185,40.82271996,41.17161388,43.71192742,45.2307184,45.47470204,46.01488243,46.26816544,46.31869108,46.54762662,46.56625542,46.59757145,47.48807173,48.39616494,48.42338377,48.62436181,49.8100732,50.76922541,52.11079655,52.43245772,53.02273497]","[0,3,3,4,5,0,1,2,0,4,0,4,5,4,4,1,5,4,0,4,3,5,0,4,4,1,2,5,3,5,1,2,7,1,5,7,1,1,5,5,6,0,5,1,1,1,5,1,1,5,1,5,5,5,1,1,1,5]"
"[1.37702987,3.59017675,4.29627275,5.61730755,5.92171228,6.59237183,6.93519875,7.0070144,7.05459095,8.20937537,8.32752656,9.76523907,9.88066644,10.53178022,11.60781089,13.49660152,13.74200726,14.87839801,15.20417721,15.54767814,15.58385473,15.80175336,15.8568521,15.92524224,16.08652396,16.23116586,16.47827567,16.48958396,16.64411296,17.58434739,17.59196358,18.1015262,18.16418752,18.3295777,18.60223358,18.71753581,18.73494595,19.39688166,20.13079894,21.46406608,23.19737596,23.26701552,23.65294012,24.5542926,24.776444,24.87398696,25.17631648,25.48046291,25.75515878,26.32940437,26.62410209,26.83432312,27.79007433,29.10513287,29.47818392,29.74957126,30.20724558,31.52100912,34.03274986,34.18070021,35.84999864,35.92868441,35.96010165,36.40697876,36.72025384,36.89061351,37.5347339,37.79920064,38.07887639,38.12878859,38.54801087]","[4,0,1,6,5,5,0,5,4,0,4,1,4,5,0,4,4,0,5,4,0,4,4,0,0,2,4,0,4,4,0,4,0,0,4,1,0,4,4,5,1,5,5,5,4,0,1,5,5,1,0,4,5,0,0,4,6,5,5,1,1,5,1,5,1,5,1,1,5,5,5]"
"[7.75164859,10.55631203,13.40314334,15.68054908,18.4154261,18.64519897,20.85771795,21.24599537,21.55242233,21.70749764,22.010072,22.32422164,24.1912812,27.58534367,31.94030828,32.47239217,33.79848983,35.70444019,36.0975656,36.85323708,37.16878486,37.69809576,38.00359027,38.3508006,40.53935996,43.32425066,45.63578353,48.89242442,50.34133982,50.49674787,51.61785052,52.30006744,53.3351439,53.70849844,54.15462523,54.24637351,54.57277849,54.59135325,54.75972275,54.93598877,60.66872948,61.90851613,62.46749149,62.48767196,63.48084538,64.15569964,64.50163395,66.40299102,66.51013565,66.72821603,67.93294418,68.02144299,68.35485892,68.80442174,68.84627171,68.86796291,69.25984128,69.30214148,69.80628506,69.92493591,70.69568778,72.02958006,72.24091495]","[0,1,7,5,1,5,5,1,5,5,2,1,2,5,7,6,4,6,5,1,0,6,0,4,2,4,5,1,0,5,1,5,1,5,1,5,1,2,5,1,5,0,4,4,0,0,4,7,1,1,0,5,1,5,2,1,7,4,0,1,4,5,1]"
"[0.03934813,0.2689904,0.42511747,1.84073466,2.9536517,4.16177227,4.18351712,4.4639526,5.40625266,5.5779184,7.42679964,7.88400135,8.94879856,12.03353031,12.30029595,13.28006201,13.81534327,17.13514439,18.61073402,20.4796636,22.56549937,23.68048653,24.99820408,27.79008494,29.81831238,31.97731566,32.04440833,33.25364339,33.84807556,33.90180859,34.25835714,34.34052785,34.91496249,35.31912488,35.37502847,35.67703264,36.04246973,36.80449419,37.1700076,37.28752264,37.61057208,37.8822504,38.04031535,38.25403641,38.3116083,38.49485786,38.52925703,39.60281814,39.70258655,39.80914656,40.14247276,40.31552131,40.51407113,41.38609756,41.9676923,42.09282715,42.20617804,42.91311748,42.91966345,43.12172745,43.75731964]","[1,5,5,1,5,5,1,5,0,5,5,1,1,4,0,3,4,2,5,1,6,1,5,0,4,3,2,0,4,0,5,1,4,5,0,1,5,1,1,4,5,1,5,5,1,1,5,0,4,4,1,1,2,4,1,0,5,0,4,4,4]"
"[6.01687412,7.13898439,17.62555288,23.0849526,34.50823561,36.95373713,37.57985728,37.93576412,37.98238162,38.13264702,41.48594447,41.66606942,42.82441621,44.72305001,44.88999246,45.15653629,45.68695131,49.47500929,49.99072154,53.91796937,54.02478141,54.25761114,54.27099377,54.58583246,54.97538566,55.23989525,55.41212959,55.89916041,57.58495851,58.45056979,59.30069544,59.51472512,59.67399143,59.93810027,60.40522772,62.04015534,62.3369531,62.55493651,63.71990743,64.25617951,64.87613095,64.87764593,64.88247616,65.24384856,65.81937851,66.34944622,66.71833073,66.93864233,67.45478833,68.58541608,69.58396505,70.21843252,72.03794153,73.3321408,74.08493515,75.09016444,75.71850664,77.87937889,77.88554507,81.00002278,84.60468898,85.01381415,85.3000141,86.96464485,87.21940153,87.54080405,88.6987727,89.68267385,95.17956719,95.52203403,95.67903953,96.58860599,99.11573704,99.14603881,99.77646789,100.76845535,101.19832423]","[0,3,1,4,3,0,3,1,4,5,7,6,5,1,1,5,5,5,4,1,4,0,0,0,4,4,0,4,6,5,1,5,1,0,1,5,1,1,1,5,1,5,5,4,1,1,0,6,6,5,4,2,5,2,1,5,5,1,5,7,6,6,6,1,5,0,4,5,2,0,4,4,0,4,4,0,4]"
