event_times,event_types
"[1.73533035,4.1539619,6.22801735,6.28913934,10.96845097,12.98883128,13.2094493,17.64785943,27.97332437,28.19006571,29.52375682,29.62290087,29.88638443,32.58414511,32.97654993,33.14551819,34.40217942,34.52696879,34.5709621,36.25621836,37.20563891,38.3381536,38.46298845,39.12558831,40.37612713,41.20077592,41.38648791,41.56777856,41.91086177,42.37180599,43.35491021,43.60346137,43.79511447,44.89520007,44.9203598,45.0423622,45.53960056,46.75585853,47.3783016,47.67061574,47.74758141,48.04737645,48.47772341,48.93884679,49.62324031,50.21776112,50.31171684,50.89975348,51.58485034,52.78616353,52.78887576,52.79449819,52.97366257,53.17378637,53.31616871,53.32662574]","[3,1,7,0,6,6,7,6,5,0,4,5,4,4,5,6,7,1,5,3,3,6,5,4,5,4,1,4,5,6,6,6,3,5,4,5,6,5,5,5,6,4,7,6,4,1,6,4,7,5,4,4,5,5,6,4]"
"[0.34439588,0.85288994,0.88099063,5.87121483,9.49010379,10.03724506,13.40744705,20.21317973,20.8047173,22.26018405,22.7793659,25.06738274,32.82722194,33.99113507,35.98227982,36.34304315,39.59700209,44.62865955,46.14165015,49.30384468,55.01923904,59.90305547,61.43916722,61.46555518,61.51241197,61.58711242,62.00185216,62.44804456,63.0734779,64.46514449,66.29889352,66.6711665,66.73184459,67.93872827,68.02894398,68.94759444,70.42451472,70.46728307,70.99093756,71.27600484,71.40426105,71.66467499,72.64933702,73.92060643,74.48530918,75.53168861,77.04194963,77.95218356,80.47084648,81.11056524,81.12195662,82.89776317,87.00882,87.38417644,87.54224805,89.53308737,89.95485918,90.91461628,91.79099857,92.96268246,93.22592538,94.10984368,95.85958401,98.95711858,99.44333282]","[3,7,2,7,5,6,1,7,5,6,6,0,6,7,7,4,5,0,4,2,0,7,5,6,3,7,0,4,4,5,5,3,3,4,5,4,4,7,5,6,6,5,7,5,4,5,6,6,6,2,2,2,4,2,5,4,7,6,5,2,4,7,7,5,4]"
"[0.81255757,2.26490046,3.18342409,3.72000547,4.09565861,4.27203685,4.37453485,4.48052992,5.31265886,6.18251117,6.42833244,8.00216476,8.1666741,11.87154614,12.73138501,14.49610147,14.65890049,15.53339686,17.44366838,20.10283143,20.23044664,22.36773214,23.00702038,24.82399253,26.30079594,26.3443365,27.11557806,27.98108367,28.48735207,29.1545765,31.81438334,35.7751527,38.76695533,39.48305518,40.95704866,43.10505115,49.56320697,51.94232714,52.16603464,54.29508624,55.06224088,55.06368565,58.14138834,59.99078189,60.33348685,68.96595349,73.18995675,76.09380885,79.0397402,79.72965608,89.81495295,92.55884592,93.28615523,95.15591817,95.50480436,95.99545518,96.40887015,107.2369102,107.35588926,107.70084622]","[2,0,5,6,6,7,7,4,4,5,7,2,0,5,6,7,2,7,2,4,5,6,5,5,4,2,6,7,3,6,0,1,0,4,5,4,2,2,7,2,2,2,0,5,2,0,2,5,2,4,3,4,5,1,5,6,6,5,6,6]"
"[3.64734784,6.38492039,8.98916231,10.05739967,10.16939074,10.96451624,11.07881704,11.31017451,11.90319094,12.92052539,14.03278847,14.35133036,14.75979586,15.1854181,15.82499563,16.82874056,16.83818213,16.86077156,17.1308339,17.19611653,17.37660545,18.54829091,18.7490334,19.28350661,20.2642528,20.29899565,20.31140823,21.55840448,22.17536544,22.58154853,22.62611395,22.87777783,24.14709721,24.89083346,25.31653067,25.63930299,26.73803146,27.40874523,27.75324221,28.61301401,28.71140724,28.90130177,29.3242052,29.63400827,30.08573827,30.09074782,30.10737548,30.85113768]","[4,5,5,4,5,5,5,6,7,7,4,5,5,4,4,5,5,6,6,4,5,4,7,6,5,5,6,6,5,6,7,6,7,5,6,7,4,4,1,7,5,4,4,5,5,5,5,6]"
"[0.18039048,1.45794546,1.65975395,7.14692145,7.36677173,7.91301589,8.00534809,11.96169447,14.15979632,15.91014569,19.77105443,25.21597615,29.30496027,34.86235541,37.56467616,41.78661955,41.95660221,43.17735312,43.19492631,44.2239728,45.39000237,45.77286416,47.14048006,47.33257551,48.77917575,51.93748693,53.56151195,53.93999019,54.3203635,55.6409793,55.83745971,56.08728896,62.28640963,63.90537106,66.92344695,72.79914829,73.45538804,75.69685544,78.95292207,81.68068906,82.58853462,83.54953885,90.090254,92.02820907,93.42207027,101.01482832,104.1027827,105.84139934,110.98696713,111.26368403,111.84003469,112.33566031,112.46578805,112.66687161,112.72433067,114.77642866,115.00914903,115.06235969,129.22469429,138.39641921,139.40095659,140.17982844,150.00271481,150.02582837,150.20862967,151.27142335,152.17930976,152.69150985,152.80577416]","[5,4,6,4,5,5,6,4,1,5,3,2,1,2,1,5,6,6,6,7,4,6,4,4,5,7,4,7,5,5,6,5,7,1,5,2,6,6,7,1,3,0,6,3,5,0,0,1,7,6,4,2,5,1,5,5,6,7,1,2,4,2,5,6,6,5,6,6,7]"
"[1.04435829,2.49869506,4.7779642,16.86158308,20.8609017,21.61621345,21.78241915,27.04242643,34.46058677,37.87901793,44.8454305,45.6253562,45.78184761,46.32379304,46.81917669,47.03353533,47.42564163,48.42516738,48.97133674,51.63193869,61.93487349,65.82506436,67.72678445,68.85302433,70.53499357,71.81551955,78.50921234,79.58889465,85.60613613,86.65159956,88.7914741,90.39531331,91.74716487,92.35803527,94.71804182,96.49207434,97.46186107,97.74137113,101.16409867,102.69907369,103.4703173,107.95853035,110.55162319,110.59463867,111.00139092,111.41509739,111.48661792,111.52481037,112.21039944,112.55894129,115.04863906,115.21254242,115.98595848,117.28444381,118.01412997,119.04309271,119.06422887,121.12178485]","[4,7,7,6,1,6,0,5,2,4,1,2,4,5,4,5,4,6,6,1,4,1,6,3,7,1,2,2,2,3,6,6,0,1,2,6,1,6,2,0,3,1,5,6,4,5,6,4,1,4,5,5,6,0,6,7,5,0]"
"[3.05357088,4.62112921,8.73171518,11.12867176,14.52085692,15.88043516,16.43733837,17.61998324,18.24626236,18.43077661,18.43397789,18.45123416,18.64242923,18.68731871,19.25775238,19.32322087,19.87673209,20.45550293,20.60721838,21.69802816,22.3277163,22.50642982,23.67856398,24.03946801,24.7700551,25.78829246,27.25799571,27.83898829,28.37074572,28.67596567,30.28049073,30.83631307,31.75141921,32.01803504,32.38699284,32.71181605,44.8424165,46.64691852,54.38532779,56.10424834,57.55717189,58.91026789,66.50511366,66.99973436,68.04888252,75.06781136,79.73246025,83.80621764,87.44509957,87.70849837,87.98586872,88.0125525]","[7,4,4,3,2,5,4,5,4,6,4,5,6,4,6,6,7,1,4,6,6,7,6,6,5,7,7,2,4,1,4,1,5,5,6,6,5,6,0,7,0,2,3,4,7,1,4,4,4,5,6,6]"
"[5.35616359,6.75000795,7.01893376,13.67991095,14.26032243,16.69319995,17.5817354,21.98652094,24.42415045,26.02212835,29.38447314,30.09075609,31.15794381,32.14564451,32.2462519,36.19093284,38.40177174,39.3566868,39.81824276,40.24394054,40.50765578,41.323322,43.02503694,43.73168841,45.39064018,45.75075935,47.87891641,48.0596611,48.18686936,48.82240451,49.2704487,50.39444375,50.6014402,50.81706382,51.67218251,51.76310973,52.86843955,52.95505361,61.59878276,65.37051739,65.83899155,68.74133061,72.82721446,73.26863638,74.50482487,75.92032241,75.97592718,78.02724725]","[0,5,6,0,2,6,0,4,0,1,2,4,5,6,6,3,4,5,4,1,2,0,6,4,5,4,5,4,4,6,5,4,5,6,6,0,7,6,0,7,1,2,4,5,5,6,5,7]"
"[3.39552553,7.55106959,8.59249079,9.4736916,10.35529203,10.95423393,15.34482348,15.51353123,24.30606747,31.40117718,31.6325253,34.84296946,35.06390623,39.61920032,46.11137962,46.20622451,46.6591777,47.5781245,48.39961933,49.4474548,52.76489061,54.90373266,55.20616792,55.94958717,55.9519135,56.23608369,57.58347996,58.68536754,58.88024128,59.53620547,61.28025024,61.55420331,64.59608948,64.81673526,68.59994643,68.6391561,69.18099308,69.33125305,69.90409918,69.9854595,71.74016805,72.26863849,73.65342988,74.28706724,74.90073179,75.2017839,75.56681491,76.35624358]","[5,7,0,6,6,7,1,1,0,4,1,7,0,4,5,3,6,7,1,6,2,5,6,6,7,2,6,5,4,6,4,0,3,0,4,0,5,1,0,0,4,5,0,1,4,5,3,5]"
"[4.57471417,15.85618715,15.86754055,18.5485073,19.16787596,21.92357787,25.20219298,25.57575688,27.78103807,31.05420059,31.58438545,32.2538343,34.00335427,37.43712283,38.236906,39.53966333,45.70564402,46.32077537,49.30169865,54.0252999,54.3083061,56.1394244,57.91231072,63.5550535,73.64641676,74.55005643,75.86231621,78.40049415,80.78830276,81.81042819,87.4073247,89.01011786,97.00064303,97.19141553,107.8295059,108.23154484,109.77534112,112.52051864,119.02199744,119.64083071,120.20797361,121.89467027,122.53623236,124.00097434,129.53965884,135.19074298,139.18774541,140.09653323,140.46706984]","[2,6,6,5,6,2,2,2,7,2,1,1,0,2,7,3,2,3,6,2,7,7,6,1,5,0,3,7,4,5,5,2,1,5,5,4,5,1,7,1,2,4,7,4,2,0,3,4,5]"
