event_times,event_types
"[1.19393242,1.93302493,4.27832351,4.49049258,4.80597184,7.09879955,8.93757644,10.36994907,11.53571324,11.93986056,12.3658161,14.40799318,14.83469872,14.83855727,15.85930712,16.50864472,19.21254053,23.54219787,25.89938405,26.49708371,32.06298982,32.30496205,45.67591652,46.27839291,51.90415927,52.03113301,52.79522408,53.15178402,54.09417343,55.46076154,56.93459896,57.72564666,57.76440957,58.71277705,59.5234276,61.24392529,61.89015085,62.56011707,62.56842362,62.93354174,63.16000827,63.29755451,63.71136915,64.24171157,64.49697552,65.11698709,65.69085213,66.23109093,66.63256549,66.86621413,67.15658748,67.1979571,67.60369073,67.86660374,69.03257508,69.25682059,69.47152667,69.58150827,69.70738819,70.24062221,70.33125583,71.62386381]","[0,1,1,1,0,1,7,0,0,1,0,0,2,3,3,3,4,6,6,7,2,3,3,7,2,1,0,0,1,0,2,1,5,1,0,1,1,0,0,2,5,6,0,0,3,5,1,1,0,1,2,1,0,0,0,1,1,0,2,0,1,0]"
"[0.0567383,4.1571097,5.61019802,6.29909306,6.91741493,14.06569012,14.73555198,19.4092434,30.86289099,31.17795963,32.90360658,33.57406258,33.66339696,34.36477184,34.51115081,34.70112399,35.04469431,35.34355482,35.36520919,35.61729111,35.90023942,37.06479706,37.48535176,37.76366405,37.83012109,38.90724936,39.2356055,39.27488939,39.42356783,39.48282929,39.9661131,40.42266678,40.44619789,40.45330992,42.9047088,44.12123854,45.21124468,45.41252227,52.93213661,53.7367996,54.17511207,54.82879621,57.11511205,60.57712522,64.9933209,65.44045552,66.18002453,66.31976497,66.32003367,69.62049469,70.93503594,74.79503882,75.7304494,76.65355944,76.72167691,77.86759129,77.97946103,80.4080247,80.95660047,83.49055514,83.90987639,84.13893612,85.37903709,93.06060797,95.65433912,100.70783778,105.50657822,108.58500374,110.78959074]","[7,2,0,2,3,7,3,7,2,1,0,1,5,0,1,0,1,0,1,1,0,1,0,0,0,1,1,4,0,1,7,6,2,0,5,3,1,6,0,7,6,1,0,7,2,3,7,3,2,0,1,2,3,1,7,5,3,0,4,7,1,0,4,1,0,7,1,5,7]"
"[9.05752503,16.41695726,17.12014895,17.47632976,17.86068177,19.58147674,31.50808912,35.07434233,39.43330903,41.58309455,41.92099357,42.85599216,44.57457519,46.81428448,47.34455541,51.0351661,54.72495729,55.61933391,58.790303,61.40845125,61.50789852,61.7619205,61.76434533,61.7877138,61.898472,62.44270973,63.03205125,63.31657828,63.97620272,67.03605119,67.76230524,70.52818071,71.24311795,72.97242022,73.33860593,74.21563062,76.11723253,80.07509255,82.66917054,88.93037202,90.02746486,90.97135622,92.6923044,92.89651563,94.36241163,95.11181925,95.64146113,98.66906528,99.54356884,100.27225999,100.30788243,100.96609867,101.21654587,101.42176707,104.01269318,104.9350978,107.96424706]","[5,5,0,1,1,0,7,1,5,0,1,0,0,4,4,2,6,1,3,1,0,1,3,3,1,0,0,0,0,1,0,7,5,1,0,0,0,3,4,1,0,7,5,5,0,5,0,1,1,5,1,0,0,1,4,4,4]"
"[9.00044887,19.81757263,20.19893807,20.39189576,24.56661421,24.89025428,26.17032931,27.27877657,28.51197974,29.07382001,32.7910731,33.64816907,36.23123741,36.65290493,41.24497867,46.79607851,47.16788738,47.21192879,48.13146804,48.26208225,48.88495705,49.21124492,57.80328727,58.09450464,58.27903186,59.27674791,59.94756611,65.68418535,66.07069746,66.2634794,67.51654248,70.42476104,70.52731645,70.88438657,71.60721201,72.36382286,72.88147391,73.4465627,78.90748467,83.19682782,87.79909657,92.17021562,92.98808362,93.30869113,93.35429108,93.52784522,93.54989277,93.9031715,94.94968459,96.74656826,97.57964781,97.91846628,97.99188053,101.29633051]","[4,7,7,4,4,2,1,5,0,1,7,1,3,4,2,2,3,2,6,3,3,3,1,0,3,7,0,4,2,0,5,2,3,0,1,3,1,2,2,3,2,1,0,0,1,5,1,1,0,0,1,0,2,7]"
"[1.23732797,2.97988021,3.23112208,8.35532264,9.23164392,9.39149355,10.10357707,10.84971939,12.01909356,12.16674233,12.66881577,14.0167661,14.63832105,14.7699713,15.13138761,19.14084287,20.11120456,20.44255556,21.19197971,24.09163381,25.47755743,25.84065056,27.03202595,27.18681972,27.99232951,30.34109453,30.55105682,30.61169777,32.21399281,33.18881816,33.34391712,33.53167631,33.54892919,33.76405838,35.61802796,39.7171193,40.17868396,41.99366968,43.22554693,45.50877715,47.73147298,48.57806847,48.80019503,49.21458601,49.44479041,51.26981621,51.50420931,52.80968774,57.89422197,59.42675207,63.27837794,84.17256883,84.32604377,98.32033933,110.31632664,111.49032869,111.91075445,112.15971281,113.26517816,116.00386272,119.85312002,122.99871128,126.99118333,128.38953616,134.58781045,137.03529905,140.67200828,147.11140163,148.07969497,149.58385883,149.95990011,151.99667977,152.37326,152.79895267,153.41705757,153.95270762,153.96997013]","[1,7,0,4,3,2,2,1,3,2,3,1,1,4,4,7,2,3,0,1,2,1,0,0,0,0,1,5,1,0,0,1,5,7,5,1,0,1,0,7,2,1,0,4,5,2,1,1,7,7,7,7,2,1,4,6,1,4,5,2,3,7,7,1,1,6,0,4,7,6,5,2,2,1,3,3,3]"
"[1.87532075,2.41935942,3.7336112,7.96841192,13.77450453,17.46061345,17.88872395,17.94418136,18.92886222,18.96856886,19.28837838,19.40608245,19.45477873,20.39660914,22.23507291,22.29900208,22.99846353,24.15510867,28.1046826,31.98097539,32.14891778,34.55551353,35.18279527,35.25823256,35.47147696,37.37429241,37.67709164,38.25971884,38.56959914,38.90776595,39.86542352,40.28861488,40.72958692,41.60969742,42.10358252,44.81936698,47.70222791,49.1634629,59.11709135,61.32174381,62.37529686,63.74575855,64.62955924,71.61454116,72.58143125,72.66938288,74.35167379,74.418497,74.96685965]","[7,7,7,4,7,2,0,1,3,0,1,3,0,2,0,3,1,1,3,1,3,2,7,7,5,0,1,1,0,0,5,1,4,1,0,7,1,3,3,2,3,0,2,1,0,1,2,3,3]"
"[2.56587637,2.84752815,3.01506154,6.80034914,7.02804602,10.99179647,13.78904781,16.94509633,18.51905911,31.7826884,32.97685568,32.996352,35.7269013,35.86229663,41.77369811,41.81543692,42.42423973,42.84174407,43.23301027,43.4653057,44.08545606,44.23138456,44.55414389,44.56169627,44.77786723,45.17843702,46.35382134,46.6764312,49.31602215,51.56254233,52.60983518,55.79722343,56.71226872,56.76768413,56.93912295,60.48847385,61.27921826,61.33510022,61.45516537,61.64159807,61.83345247,61.96849332,62.00169881,62.40081479,63.47841351,63.5755121,64.10859193,66.97729235,67.49424811,67.753145,68.40057674,68.84489778,71.10402407,72.74125761,73.75875054,74.64949299,74.79122771,74.91975152,75.71374973,76.74926647,76.75052231,77.2412755,77.68240245,77.99183886,78.0053607,78.0633529,78.81263166,79.9981333,80.21433973,80.24763604,80.27423452,80.69151392,80.92074655,81.19144673,81.7013792,81.773863,82.44120157,82.62764337,82.72498826]","[1,0,1,4,5,5,2,2,5,3,0,4,1,7,2,3,7,0,2,2,3,2,3,2,3,2,3,3,2,6,4,2,0,3,3,1,0,0,1,1,1,0,0,0,1,1,1,1,7,0,1,3,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,2,1,0,0,1,0,0,1,1]"
"[0.09608039,0.2010514,8.8538359,9.18149274,9.47494678,12.17219054,12.49707326,22.02850977,22.22475399,22.99948423,23.11090307,23.13247053,23.37237208,29.4049765,30.36243868,34.41734699,34.68727632,35.44578024,35.61466407,36.4218496,36.96163374,37.15196662,37.58699253,38.23683077,38.38134479,38.63437441,39.46205866,40.28408657,40.57531868,42.7266122,43.51498452,45.75704199,46.95192939,47.30575903,48.31169036,48.31172528,49.44810792,49.69487606,51.10546147,51.86125469,54.06240242,55.30570796,56.22254491,57.76151737,59.71153232,59.76855837,60.03647173,60.17304332,61.55255651,62.57942889,63.70398143,68.35705668,69.07929632,69.9623633,72.38865614,73.36994221,73.58378014,73.81045713,74.25838006,74.53338977,75.01714131,76.51169401]","[1,7,6,0,5,5,1,0,5,3,3,6,4,1,7,1,2,2,0,2,3,0,1,3,0,0,1,1,1,1,0,0,1,5,0,1,0,5,5,0,1,0,0,1,1,0,1,0,1,3,2,1,2,4,5,0,1,0,1,1,0,5]"
"[9.09481881,9.5080231,12.88821818,16.62722052,21.38644991,22.65905479,22.98270979,23.53476018,24.51425485,28.08298857,28.93953146,31.32303147,33.09037955,33.25726535,33.46078676,33.5226219,33.94805445,34.01380542,34.19197614,34.34083868,34.94259146,35.40983364,35.44887573,35.7791298,36.97658409,37.46013493,38.67498253,38.92466916,39.31342312,39.55258488,40.2965749,40.45747966,40.69924532,40.86150035,41.06712206,41.12082999,41.40134817,41.92891443,43.83404568,43.90179796,43.90741668,44.14453477,44.59546031,44.63912899,44.82036252,45.76078898,46.68774094,47.45651542,48.17762674,48.22389022,48.64738221,48.68431227,48.81568804,49.94105892,50.76204731]","[6,0,5,0,1,5,0,2,7,1,0,5,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,3,1,0,0,1,0,1,1,0,0,0,1,2,1,5,3,3,1,5,0,5,5,7,2,1]"
"[4.55456349,13.07128151,23.9348945,28.00682557,32.4904605,33.70635291,34.36434491,34.85240367,37.52223811,40.91810058,41.11134628,41.31740521,41.42201599,42.10428661,42.58316582,43.24021713,43.89506569,52.91674444,58.50194972,60.7259141,64.1482802,69.12669478,76.77573456,86.42440368,96.22147721,96.38289424,96.46793295,109.09754606,119.66915099,126.82635709,126.9988557,127.03777865,127.4942842,127.73103941,129.93711021,130.04835434,130.17865483,130.36030156,130.67072037,132.5207994,132.91289881,133.12413446,134.73244954,135.51613929,135.63035688,136.94944152,137.81788752,138.33829249,139.2638556,140.04310696,142.66783076,145.38591883,145.77591631,146.32958695,146.87105143,149.10619626,150.40393678,150.44899204,150.9642399,151.56867999,156.14137103,160.72606407,161.78641136,162.77331818,164.06740402,165.04577249,167.15820058,169.13474949,169.64948093,172.50371198,173.75511696,181.13008723,181.25433133,182.48024157,194.25805679,200.08100678,201.35550908]","[4,2,1,4,3,2,2,3,1,1,0,0,1,0,0,1,1,7,5,4,7,1,3,6,7,7,1,4,3,1,7,0,2,7,3,3,0,2,2,2,7,3,3,3,2,2,5,3,3,3,7,7,2,2,3,4,2,3,4,7,4,7,5,2,0,1,2,3,4,0,1,7,2,3,3,4,3]"
