event_times,event_types
"[5.55625921,6.5754168,7.27331611,7.8700011,18.17245251,19.1486476,19.71575926,20.73317005,21.04745929,21.17951523,21.2020552,21.29803219,21.3720049,21.70666611,22.41067353,22.60303834,22.80775284,23.26188673,24.85418038,25.05132966,26.78914184,27.75049547,28.7808033,28.81384613,29.17214898,29.6116657,31.26707642,32.69113308,32.86419849,33.5049032,35.20673354,35.27236382,35.54622642,40.74992239,43.56571548,43.67022101,46.4639786,48.64101995,48.858984,50.31494781,54.5711278,60.97449628,62.76325045,63.15369418,63.61678907,63.69770465,65.80647968,66.62463119,67.33975029,68.44467906,68.70991656,69.29232211,70.30027521,72.4375258,72.73355152,75.68217831,76.10003424,81.52744848,81.94672374,84.07667934,84.37638743,84.79207917,84.9110864,86.26467293,87.28186052,89.78828783,92.07588055,93.63877905,94.79033555]","[7,3,3,2,4,0,1,1,0,0,0,1,1,0,5,0,1,5,1,1,0,1,2,5,3,0,1,1,0,0,1,0,1,4,3,0,0,5,7,7,3,3,7,7,3,1,1,0,5,2,3,3,4,1,6,0,1,7,7,4,1,2,0,0,1,5,4,1,2]"
"[0.72063696,9.853751,10.13359665,11.51783276,14.52284259,19.38073892,19.49754049,24.02329349,25.23705742,25.7052919,26.12614177,26.16437472,26.17324673,26.5951634,26.67806498,26.89916964,26.91579587,27.43378319,27.48863629,27.61328915,28.05440096,28.86286724,29.76704655,31.48324811,40.95214561,41.47886722,41.66205499,41.79999307,41.91714993,43.17885379,43.94801087,46.7102643,46.72193197,48.38728258,54.43121733,57.29184588,58.41097142,58.98065603,59.05157697,59.1411299,60.14510273,60.16367537,66.81624153,67.73553948,69.76070664,70.83008991,72.77566407,77.6172257,79.71887811,80.51907178,84.32636612,86.95341369,96.1118913,99.53676922,99.57297018,102.98741018,105.47444901,105.93337439,119.1548801,119.29479563,119.73563174,120.87458066,122.30300584,124.92236484,131.11750659]","[5,1,7,6,3,2,3,2,3,2,2,3,5,3,2,6,4,3,3,2,2,2,3,3,2,3,3,4,3,2,5,1,0,7,7,7,0,5,1,3,0,0,7,7,1,2,7,4,3,4,2,2,3,2,7,7,3,2,2,3,3,5,3,7,0]"
"[5.36373918,6.12859612,6.71004804,6.91351555,9.94626275,10.11681999,11.43252934,11.9318516,13.27512002,13.62895187,14.34060282,14.98163827,15.5175586,19.49210583,20.4152672,21.32482066,22.02155884,22.42032454,22.4734548,22.72030517,25.38914844,25.9772548,26.43346357,26.98853876,30.45684949,31.45358549,31.65528833,31.74517564,32.77447299,33.63373773,33.88908763,34.2668184,35.49810896,35.6571013,39.55201144,42.30867812,43.88519578,61.12882879,61.4690497,61.56887632,62.63347885,63.26126392,63.4334108,63.47231353,64.37133204,64.76860166,65.95600415,65.97271301,66.18801659,66.51722657,66.73267704,66.74992651,66.78465087,67.08082216,67.46222299,67.60641684,68.1524322,70.50785706,70.66601288,70.89060977,71.28370293,72.78294053]","[7,2,0,1,0,3,1,2,0,0,1,2,3,0,0,1,1,0,4,2,0,1,3,2,5,1,2,0,5,3,2,5,7,6,4,2,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,4,0,1,0,0,7,1,0,1]"
"[2.5136903,3.52807564,7.02661111,7.35158186,8.15326565,12.98611451,13.985463,14.71865879,21.5853486,22.1528765,23.30039881,23.52751906,24.58029092,30.48927573,38.78587149,38.9360502,41.40244747,45.44950415,46.81001481,46.8270474,47.61277421,48.83534084,50.31161196,56.36567318,63.44941603,65.64402108,75.47187135,79.45218049,81.24702415,81.47339051,85.37997172,85.92310584,88.39411859,88.60286745,89.06732015,89.12201279,89.62656811,89.92441137,89.96729154,90.43569447,91.63314589,91.73011633,92.75891128,93.44822562,95.23468816,95.82220212,95.87194073,96.11906569,96.34035142,96.539044,96.78437056,97.35571046,97.90829693,98.22331897,98.37101661,98.38948687]","[2,6,6,0,4,1,6,7,1,6,0,7,7,7,2,3,3,1,2,3,0,2,1,7,7,4,6,2,4,5,5,6,0,7,1,7,1,0,0,1,2,0,1,0,1,2,3,2,3,1,3,1,2,0,1,0]"
"[1.90698872,2.78732722,3.27113695,3.91462869,4.0833622,6.5139494,7.81062613,8.82019744,12.71846166,15.78546696,18.46418856,18.5504182,18.74909311,19.52177815,20.01841833,20.08739555,20.59267278,23.26023166,23.3857841,24.33623971,24.77569426,27.95020956,34.33559904,34.88614931,36.94486489,40.6354316,40.97932899,41.3495678,41.59388608,43.62653473,45.16888505,47.92804596,48.67941421,49.91549151,52.16837946,53.63653592,54.53466891,55.60414126,57.85145817,58.80456085,58.81560348,58.96684901,59.08012584,60.47868897,64.78375627,67.23415488,68.3382837,69.48650596,69.76174018,72.04963647,72.20724632,72.28864756,77.63204668,77.71968005,78.94773127,90.26641039,90.86045564,92.27925444,92.92548435,93.27837755,93.30066257,93.95657219]","[0,1,0,6,1,1,7,2,4,4,1,0,1,7,5,0,1,0,1,5,1,0,1,4,7,7,7,1,0,1,2,7,3,2,2,2,3,5,1,0,2,2,5,5,4,1,3,2,0,7,2,3,2,3,4,3,2,7,3,4,2,2]"
"[0.28496596,0.97516152,1.36563094,1.6758276,1.97174941,2.58157917,6.23340216,8.49812352,10.55329533,10.55571214,11.30801463,12.08430606,12.57118458,12.89151568,13.54249376,20.29630711,21.58469401,21.91895953,22.28263553,23.03024227,23.05538793,25.10222277,29.89896246,31.09183759,31.60741755,31.84746454,32.94370177,34.8987472,42.63961947,42.832739,51.35592501,53.68422997,59.19047668,63.87179108,64.07360648,64.66625694,65.0634171,65.13222619,67.15913431,72.7680324,73.32967557,73.59165133,74.05596865,74.87582499,74.87882468,75.27219962,75.30416974,77.35684577,78.59169673,79.0619582,79.45664673,80.83159317,81.40993098]","[3,0,2,1,1,2,3,7,2,3,1,0,2,1,1,0,1,0,3,1,6,0,0,1,0,1,1,5,7,4,2,0,2,2,3,5,2,3,4,2,1,0,3,1,0,1,1,0,2,0,1,0,7]"
"[0.90528715,2.23398187,6.44890911,7.21706442,8.46904934,9.13650206,10.76239916,11.83005988,13.27403353,13.6101209,13.96314765,14.0545255,14.33868731,15.81761242,16.80401682,17.25772411,18.13733797,18.49519622,18.50409754,18.65111286,18.81061371,18.82527039,19.36047358,19.90228377,21.14809812,21.57266309,25.21225438,25.77344374,25.86768366,30.27794005,32.28021484,33.05729859,33.23451503,33.27401943,33.33620286,33.65686687,33.69700919,34.0193727,37.61935876,41.43202718,46.3135236,49.05400467,55.71894352,61.60648636,61.62057796,62.60469922,64.70268267,65.57744786,66.43514842]","[0,1,7,1,2,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,5,0,0,0,1,6,1,7,7,7,7,4,0,0,1,0]"
"[3.15032431,4.8275329,5.603039,6.66433204,6.69302542,6.8300123,6.84296003,6.88483473,8.41530421,10.95133949,11.36532994,11.53762772,12.29208724,12.98633887,13.1321592,13.45183906,13.74966123,13.95262079,14.80057773,16.14011549,16.27838494,16.99341562,17.3747034,18.21052655,19.03434949,19.05571856,19.36096817,21.43757601,23.40446933,23.47481075,25.66984592,27.21128123,28.30881257,29.18689698,30.63116208,34.23472881,34.84898064,39.34581531,42.78853157,45.3219514,46.20997251,47.23010503,47.24995527,47.25522311,48.28881813,52.04713303,53.8357831,55.68115815,56.60289441,57.59145497,61.69546592,65.9693643,71.64197872,71.81130365,72.06625096,72.64238926,74.32379108,79.73393042,80.37612595,80.68621166,82.30689479,85.2716241,85.28096985,86.27781663,86.37298458,87.51188374,93.20955543,93.74931574,93.97672171,95.95026063,99.54495126,99.6088339,99.66444451]","[2,0,1,0,1,7,5,0,1,0,0,1,1,1,1,0,1,5,0,0,5,1,5,1,0,0,1,4,0,6,2,1,0,7,1,2,3,1,4,6,1,1,0,6,1,0,1,5,5,5,7,2,4,1,1,0,6,0,2,1,1,2,0,0,4,0,2,3,0,6,0,1,0]"
"[4.38064919,7.60710367,10.23040627,11.66622425,13.49713365,14.10357938,14.31429582,14.70076494,15.85843728,15.93879729,16.37574652,17.28921819,18.69119369,18.70101903,18.7392652,19.38056721,19.69408901,19.83591356,19.87130357,20.00511354,20.17789827,21.01570657,21.4362134,22.47475144,22.69083022,23.17321108,23.56303411,23.84375003,23.94548803,24.36052513,27.76757265,28.44899218,29.64439683,29.74560837,29.89317582,31.2241642,31.30756705,33.02230738,37.41131688,38.45366861,38.72476012,40.53887837,41.00984612,41.18411834,41.3119243,41.42751364,41.77489371,42.5608653,42.80739248,42.83670272,43.74475632,45.13459168,45.53734878,45.67996119,45.7497286,45.94649701,46.56179533,47.64535755,52.48636527,53.15285499,53.30265058,53.65917024,53.84737776,54.3476229,54.55428742]","[2,5,5,0,1,0,1,1,0,1,1,0,0,0,1,5,1,0,1,0,1,0,0,1,0,1,0,1,1,0,4,0,1,1,0,0,1,0,1,0,0,1,0,1,6,2,0,2,1,0,1,1,0,0,0,5,4,1,3,2,4,3,3,2,6]"
"[5.52108061,6.9053376,9.72151803,11.50140461,12.31436512,12.57015774,13.39474297,17.11139779,18.01881476,18.46036805,18.79355061,20.64128612,21.23871055,22.54709324,24.22579997,25.29664147,27.19292152,28.05263798,29.35189314,29.46612657,29.63571966,30.27474764,30.43948468,30.74569284,33.37104634,34.10224462,40.57192674,42.26408998,43.16828487,44.34544096,45.28028492,45.29058844,47.77715215,48.21800491,50.28880809,50.76076734,51.44134088,51.55450186,52.45767846,52.97892804,53.18877485,53.86141212,55.19358657,55.49207155,56.17099216,57.76335354,59.27169929,60.94658771,61.64567344,62.1689183,63.31333952,64.59995734,72.30873213,76.20305336,80.01429577,83.71260828,90.05192408,91.01229505,95.1231831]","[1,0,1,4,4,3,5,7,0,1,1,5,3,0,1,1,7,2,0,5,0,3,1,1,3,1,2,6,6,6,1,7,0,7,0,1,5,0,1,0,0,1,2,1,7,3,3,1,3,2,6,3,3,2,6,6,7,4,2]"
